"No.","Time","Source","Destination","Length","Protocol","Info","New Column"
"146354","165.716898","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","178","802.11","QoS Data, SN=59, FN=0, Flags=.p..R..T.","146354"
"146355","165.716901","Azurewav_7d:aa:ff","IPv4mcast_fc","158","802.11","QoS Data, SN=60, FN=0, Flags=.p..R..TC","146355"
"146403","165.827560","Apple_77:2c:75","D-LinkIn_80:0f:6b","84","802.11","QoS Null function (No data), SN=227, FN=0, Flags=...PR..TC","146403"
"146429","165.890270","Azurewav_7d:aa:ff","IPv6mcast_16","176","802.11","QoS Data, SN=200, FN=0, Flags=.p..R..TC","146429"
"146432","165.890984","Azurewav_7d:aa:ff","IPv6mcast_16","176","802.11","QoS Data, SN=200, FN=0, Flags=.p..R..TC","146432"
"146470","166.005777","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=61, FN=0, Flags=.p..R..TC","146470"
"146485","166.011760","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","148","802.11","QoS Data, SN=66, FN=0, Flags=.p..R..T.","146485"
"146486","166.011768","Azurewav_7d:aa:ff","IPv4mcast_16","148","802.11","QoS Data, SN=67, FN=0, Flags=.p..R..TC","146486"
"146487","166.011771","Azurewav_7d:aa:ff","IPv4mcast_16","148","802.11","QoS Data, SN=68, FN=0, Flags=.p..R..TC","146487"
"146488","166.011773","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","148","802.11","QoS Data, SN=69, FN=0, Flags=.p..R..TC","146488"
"146489","166.011775","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","148","802.11","QoS Data, SN=70, FN=0, Flags=.p..R..TC","146489"
"146490","166.011778","Azurewav_7d:aa:ff","IPv6mcast_0c","247","802.11","QoS Data, SN=71, FN=0, Flags=.p..R..T.","146490"
"146491","166.011780","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","233","802.11","QoS Data, SN=72, FN=0, Flags=.p..R..TC","146491"
"146492","166.011782","Azurewav_7d:aa:ff","IPv6mcast_0c","273","802.11","QoS Data, SN=73, FN=0, Flags=.p..R..TC","146492"
"146493","166.011785","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","259","802.11","QoS Data, SN=74, FN=0, Flags=.p..R..T.","146493"
"146494","166.011789","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","259","802.11","QoS Data, SN=77, FN=0, Flags=.p..R..T.","146494"
"146496","166.014879","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=201, FN=0, Flags=.p..R..TC","146496"
"146498","166.023365","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=79, FN=0, Flags=.p..R..TC","146498"
"146509","166.066936","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=80, FN=0, Flags=.p..R..TC","146509"
"146510","166.070695","Azurewav_7d:aa:ff","IPv4mcast_16","140","802.11","QoS Data, SN=81, FN=0, Flags=.p..R..TC","146510"
"146520","166.100764","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=84, FN=0, Flags=.p..R..TC","146520"
"146542","166.247545","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=204, FN=0, Flags=.p..R..TC","146542"
"146547","166.268689","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=91, FN=0, Flags=.p..R..TC","146547"
"146551","166.276116","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=94, FN=0, Flags=.p..R..TC","146551"
"146555","166.278997","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=97, FN=0, Flags=.p..R..TC","146555"
"146556","166.279695","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=97, FN=0, Flags=.p..R..TC","146556"
"146563","166.297991","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=103, FN=0, Flags=.p..R..TC","146563"
"146573","166.357159","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=108, FN=0, Flags=.p..R..TC","146573"
"146575","166.359944","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=109, FN=0, Flags=.p..R..TC","146575"
"146618","166.423090","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=112, FN=0, Flags=.p..R..TC","146618"
"146635","166.530302","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=116, FN=0, Flags=.p..R..TC","146635"
"146637","166.530664","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=116, FN=0, Flags=.p..R..TC","146637"
"146640","166.532171","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=116, FN=0, Flags=.p..R..TC","146640"
"146655","166.605745","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=121, FN=0, Flags=.p..R..TC","146655"
"146690","166.620622","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=122, FN=0, Flags=.p..R..TC","146690"
"146692","166.652234","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=123, FN=0, Flags=.p..R..TC","146692"
"146698","166.687847","42:a5:89:7d:aa:ff","aa:6b:f2:5a:2e:96","82","802.11","Null function (No data), SN=844, FN=0, Flags=....R.F.C","146698"
"146699","166.688342","42:a5:89:7d:aa:ff","aa:6b:f2:5a:2e:96","82","802.11","Null function (No data), SN=844, FN=0, Flags=....R.F.C","146699"
"146701","166.692401","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=206, FN=0, Flags=.p..R..TC","146701"
"146710","166.718125","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=127, FN=0, Flags=.p..R..TC","146710"
"146714","166.739253","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=128, FN=0, Flags=.p..R..TC","146714"
"146718","166.744720","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=128, FN=0, Flags=.p..R..TC","146718"
"146723","166.778152","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=207, FN=0, Flags=.p..R..TC","146723"
"146725","166.780028","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=131, FN=0, Flags=.p..R..TC","146725"
"146727","166.780730","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=131, FN=0, Flags=.p..R..TC","146727"
"146728","166.781015","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=207, FN=0, Flags=.p..R..TC","146728"
"146734","166.811204","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=132, FN=0, Flags=.p..R..TC","146734"
"146738","166.840213","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=135, FN=0, Flags=.p..R..TC","146738"
"146739","166.840968","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=135, FN=0, Flags=.p..R..TC","146739"
"146741","166.841712","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=135, FN=0, Flags=.p..R..TC","146741"
"146743","166.843451","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=136, FN=0, Flags=.p..R..TC","146743"
"146745","166.854499","Azurewav_7d:aa:ff","IPv6mcast_0c","597","802.11","QoS Data, SN=208, FN=0, Flags=.p..R..TC","146745"
"146746","166.863775","Azurewav_7d:aa:ff","IPv6mcast_0c","597","802.11","QoS Data, SN=208, FN=0, Flags=.p..R..TC","146746"
"146750","166.875186","Azurewav_7d:aa:ff","IPv6mcast_0c","597","802.11","QoS Data, SN=208, FN=0, Flags=.p..R..TC","146750"
"146807","166.921129","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=140, FN=0, Flags=.p..R..TC","146807"
"146808","166.922056","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=140, FN=0, Flags=.p..R..TC","146808"
"146818","166.932661","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=144, FN=0, Flags=.p..R..TC","146818"
"146833","166.971589","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=146, FN=0, Flags=.p..R..TC","146833"
"146836","166.994211","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=149, FN=0, Flags=.p..R..TC","146836"
"146837","166.994957","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=149, FN=0, Flags=.p..R..TC","146837"
"146838","167.000083","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=149, FN=0, Flags=.p..R..TC","146838"
"146841","167.017008","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=150, FN=0, Flags=.p..R..TC","146841"
"146846","167.028733","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=151, FN=0, Flags=.p..R..TC","146846"
"146852","167.029829","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=151, FN=0, Flags=.p..R..TC","146852"
"146857","167.033377","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=154, FN=0, Flags=.p..R..TC","146857"
"146935","167.126739","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3444, FN=0, Flags=.p..R.F.C","146935"
"146936","167.126742","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3445, FN=0, Flags=.p..R.F.C","146936"
"146937","167.126745","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3446, FN=0, Flags=.p..R.F.C","146937"
"146938","167.126747","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3447, FN=0, Flags=.p..R.F.C","146938"
"146939","167.126750","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3448, FN=0, Flags=.p..R.F.C","146939"
"146940","167.126752","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3449, FN=0, Flags=.p..R.F.C","146940"
"146941","167.126755","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3450, FN=0, Flags=.p..R.F.C","146941"
"146942","167.126757","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3451, FN=0, Flags=.p..R.F.C","146942"
"146943","167.126761","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3452, FN=0, Flags=.p..R.F.C","146943"
"146979","167.150869","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=164, FN=0, Flags=.p..R..TC","146979"
"146997","167.246314","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=170, FN=0, Flags=.p..R..TC","146997"
"146998","167.246631","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=209, FN=0, Flags=.p..R..TC","146998"
"147001","167.281404","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=171, FN=0, Flags=.p..R..TC","147001"
"147168","167.460992","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=185, FN=0, Flags=.p..R..TC","147168"
"147170","167.461267","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=185, FN=0, Flags=.p..R..TC","147170"
"147172","167.461851","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","140","802.11","QoS Data, SN=186, FN=0, Flags=.p..R..TC","147172"
"147390","167.714138","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3584, FN=0, Flags=.p..R.F.C","147390"
"147391","167.714143","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3585, FN=0, Flags=.p..R.F.C","147391"
"147392","167.714147","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3586, FN=0, Flags=.p..R.F.C","147392"
"147393","167.714149","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3587, FN=0, Flags=.p..R.F.C","147393"
"147394","167.714152","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3588, FN=0, Flags=.p..R.F.C","147394"
"147395","167.714154","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3589, FN=0, Flags=.p..R.F.C","147395"
"147396","167.714160","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3590, FN=0, Flags=.p..R.F.C","147396"
"147397","167.714162","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3591, FN=0, Flags=.p..R.F.C","147397"
"147398","167.714165","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3592, FN=0, Flags=.p..R.F.C","147398"
"147407","167.716344","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","215","802.11","QoS Data, SN=473, FN=0, Flags=.p..R.F.C","147407"
"147421","167.720855","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3593, FN=0, Flags=.p..R.F.C","147421"
"147422","167.720861","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3594, FN=0, Flags=.p..R.F.C","147422"
"147423","167.720870","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3595, FN=0, Flags=.p..R.F.C","147423"
"147424","167.720872","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3596, FN=0, Flags=.p..R.F.C","147424"
"147425","167.720875","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3597, FN=0, Flags=.p..R.F.C","147425"
"147426","167.720878","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3598, FN=0, Flags=.p..R.F.C","147426"
"147427","167.720881","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3599, FN=0, Flags=.p..R.F.C","147427"
"147428","167.720883","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3600, FN=0, Flags=.p..R.F.C","147428"
"147429","167.720886","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3601, FN=0, Flags=.p..R.F.C","147429"
"147437","167.721377","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","215","802.11","QoS Data, SN=473, FN=0, Flags=.p..R.F.C","147437"
"147464","167.726345","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","215","802.11","QoS Data, SN=473, FN=0, Flags=.p..R.F.C","147464"
"147466","167.728024","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3611, FN=0, Flags=.p..R.F.C","147466"
"147467","167.728039","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3612, FN=0, Flags=.p..R.F.C","147467"
"147468","167.728044","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3613, FN=0, Flags=.p..R.F.C","147468"
"147469","167.728047","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3614, FN=0, Flags=.p..R.F.C","147469"
"147470","167.728054","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3615, FN=0, Flags=.p..R.F.C","147470"
"147471","167.728057","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3616, FN=0, Flags=.p..R.F.C","147471"
"147472","167.728061","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3617, FN=0, Flags=.p..R.F.C","147472"
"147473","167.728064","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3618, FN=0, Flags=.p..R.F.C","147473"
"147474","167.728068","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3619, FN=0, Flags=.p..R.F.C","147474"
"147957","167.796132","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=630, FN=0, Flags=.p..R.F.C","147957"
"147958","167.796137","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=631, FN=0, Flags=.p..R.F.C","147958"
"147959","167.796142","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=632, FN=0, Flags=.p..R.F.C","147959"
"148145","167.822408","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=724, FN=0, Flags=.p..R.F.C","148145"
"148146","167.822416","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=725, FN=0, Flags=.p..R.F.C","148146"
"148147","167.822422","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=726, FN=0, Flags=.p..R.F.C","148147"
"148148","167.822426","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=727, FN=0, Flags=.p..R.F.C","148148"
"148149","167.822443","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=728, FN=0, Flags=.p..R.F.C","148149"
"148150","167.822447","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=729, FN=0, Flags=.p..R.F.C","148150"
"148151","167.822466","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=730, FN=0, Flags=.p..R.F.C","148151"
"148152","167.822472","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=731, FN=0, Flags=.p..R.F.C","148152"
"148159","167.824427","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=724, FN=0, Flags=.p..R.F.C","148159"
"148160","167.824449","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=725, FN=0, Flags=.p..R.F.C","148160"
"148161","167.824455","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=726, FN=0, Flags=.p..R.F.C","148161"
"148162","167.824458","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=727, FN=0, Flags=.p..R.F.C","148162"
"148163","167.824462","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=728, FN=0, Flags=.p..R.F.C","148163"
"148164","167.824466","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=729, FN=0, Flags=.p..R.F.C","148164"
"148165","167.824471","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=730, FN=0, Flags=.p..R.F.C","148165"
"148166","167.824474","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=731, FN=0, Flags=.p..R.F.C","148166"
"148392","167.989221","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","560","802.11","QoS Data, SN=190, FN=0, Flags=.p..R..TC","148392"
"148398","167.995233","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","560","802.11","QoS Data, SN=190, FN=0, Flags=.p..R..TC","148398"
"148477","168.258345","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3742, FN=0, Flags=.p..R.F.C","148477"
"148478","168.258356","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3743, FN=0, Flags=.p..R.F.C","148478"
"148479","168.258373","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3744, FN=0, Flags=.p..R.F.C","148479"
"148480","168.258379","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3745, FN=0, Flags=.p..R.F.C","148480"
"148481","168.258386","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3746, FN=0, Flags=.p..R.F.C","148481"
"148482","168.258391","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3747, FN=0, Flags=.p..R.F.C","148482"
"148483","168.258398","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3748, FN=0, Flags=.p..R.F.C","148483"
"148484","168.258403","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3749, FN=0, Flags=.p..R.F.C","148484"
"148485","168.258409","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3750, FN=0, Flags=.p..R.F.C","148485"
"148577","168.419091","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=199, FN=0, Flags=.p..R..TC","148577"
"148583","168.424767","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=199, FN=0, Flags=.p..R..TC","148583"
"148628","168.458920","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3806, FN=0, Flags=.p..R.F.C","148628"
"148629","168.458931","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3807, FN=0, Flags=.p..R.F.C","148629"
"148630","168.458937","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3808, FN=0, Flags=.p..R.F.C","148630"
"148631","168.458940","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3809, FN=0, Flags=.p..R.F.C","148631"
"148632","168.458945","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3810, FN=0, Flags=.p..R.F.C","148632"
"148633","168.458948","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3811, FN=0, Flags=.p..R.F.C","148633"
"148634","168.458953","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3812, FN=0, Flags=.p..R.F.C","148634"
"148635","168.458957","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3813, FN=0, Flags=.p..R.F.C","148635"
"148636","168.458961","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3814, FN=0, Flags=.p..R.F.C","148636"
"148654","168.462719","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3815, FN=0, Flags=.p..R.F.C","148654"
"148655","168.462724","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3816, FN=0, Flags=.p..R.F.C","148655"
"148656","168.462730","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3817, FN=0, Flags=.p..R.F.C","148656"
"148657","168.462733","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3818, FN=0, Flags=.p..R.F.C","148657"
"148658","168.462738","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3819, FN=0, Flags=.p..R.F.C","148658"
"148659","168.462741","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3820, FN=0, Flags=.p..R.F.C","148659"
"148660","168.462756","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3821, FN=0, Flags=.p..R.F.C","148660"
"148661","168.462762","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3822, FN=0, Flags=.p..R.F.C","148661"
"148662","168.462768","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=3823, FN=0, Flags=.p..R.F.C","148662"
"148683","168.468617","Azurewav_7d:aa:ff","IPv6mcast_0c","1246","802.11","QoS Data, SN=212, FN=0, Flags=.p..R..TC","148683"
"148688","168.494017","Azurewav_7d:aa:ff","IPv6mcast_0c","1246","802.11","QoS Data, SN=201, FN=0, Flags=.p..R..TC","148688"
"148692","168.557768","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=205, FN=0, Flags=.p..R..TC","148692"
"148699","168.630274","Azurewav_7d:aa:ff","IPv6mcast_0c","1246","802.11","QoS Data, SN=209, FN=0, Flags=.p..R..TC","148699"
"148746","168.658832","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","215","802.11","QoS Data, SN=473, FN=0, Flags=.p..R.F.C","148746"
"148803","168.666892","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","296","802.11","QoS Data, SN=110, FN=0, Flags=.p..R.F.C","148803"
"148805","168.667261","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","152","802.11","QoS Data, SN=673, FN=0, Flags=.p..R..TC","148805"
"148824","168.682861","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","369","802.11","QoS Data, SN=2663, FN=0, Flags=.p..R.F.C","148824"
"148833","168.702807","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=674, FN=0, Flags=.p..R..T.","148833"
"148834","168.702816","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=675, FN=0, Flags=.p..R..T.","148834"
"148994","168.948905","HonHaiPr_98:4f:0b","IPv4mcast_fc","132","802.11","QoS Data, SN=379, FN=0, Flags=.p..R..TC","148994"
"149000","168.982654","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=213, FN=0, Flags=.p..R..TC","149000"
"149002","168.983766","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=213, FN=0, Flags=.p..R..TC","149002"
"149006","168.987291","Azurewav_7d:aa:ff","IPv4mcast_7c","158","802.11","QoS Data, SN=846, FN=10, Flags=.p..R..T.","149006"
"149007","168.987297","Azurewav_1d:d4:68","78:17:2d:00:00:fc","158","802.11","QoS Data, SN=216, FN=0, Flags=.p..R..T.","149007"
"149025","169.042526","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=476, FN=0, Flags=.p..R.F.C","149025"
"149027","169.042757","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=476, FN=0, Flags=.p..R.F.C","149027"
"149029","169.043225","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=476, FN=0, Flags=.p..R.F.C","149029"
"149130","169.076212","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=223, FN=0, Flags=.p..R..TC","149130"
"149143","169.086748","Azurewav_7d:aa:ff","IPv4mcast_fc","150","802.11","QoS Data, SN=227, FN=0, Flags=.p..R..TC","149143"
